id,place,duration,title,date
TMkoX1kfyDs,Abu mena,219,The Evolution of Ancient Egypt's Pyramids | Lost Treasures of Egypt,20200927
u1S9p3IfCV0,Prehistoric city of el tajn,125,"Pyramids - Giza, Egypt 🇪🇬- by drone [4K]",20190614
64cYYOvxTo8,Acropolis athens,205,Drone flight over the Acropolis of Athens,20180709
UDJPw05AL_k,Acropolis athens,185,Drone flight over the Acropolis of Athens at night,20190803
KNQq21nrOQE,Acropolis athens,341,【4K】Incredible Athens from Above - The Capital of GREECE 2020 | Cinematic Aerial Film,20200306
yXAI1-zSYbs,Acropolis athens,203,"Acropolis - Parthenon - Athens, Greece 4K",20161113
rUes9SGHEz8,Acropolis athens,249,"Athens, Greece 🇬🇷 - by drone [4K]",20210702
yMsS4Dr2UiU,Acropolis athens,1028,"Athens, Greece - 4K UHD Drone Video",20210528
D3V6h2C8lh8,Acropolis athens,51,Acropolis of Athens - Drone Video,20170920
t85tsRCzGgQ,Acropolis athens,162,"Drone Flight around Acropolis Athens, Greece",20160111
Wh1OmaW1ah8,Acropolis athens,112,Ακρόπολη Αθηνών (Acropolis of Athens) | Drone DJI Mavic 2 Pro | 4K,20200924
y9zWmURQcyc,Acropolis athens,52,Explore the Acropolis of Athens in Virtual Reality - Unimersiv,20160926
jV4xKLu7lFA,Acropolis athens,218,Athens - Magical City of Gods (drone views),20170701
oVWwLg_Do18,Acropolis athens,199,Drone flying over Athens and the Acropolis,20180227
O_TloZTBVIo,Acropolis athens,1585,"KOLONAKI, Upscale Νeighbourhood in ATHENS Centre ❰ GREECE ❱",20211022
2OrUES9mhVM,Meteora,224,"Athens, Greece by drone",20170314
QastSumCCiI,Acropolis athens,771,20 Things to do in Athens Greece Travel Guide,20151123
RSRKFAmfqnI,Old town of corfu,3649,Greece 4K - Scenic Relaxation Film With Calming Music,20210508
DA00XmAeZc4,Acropolis athens,469,Driving in Athens center - Greece,20201104
KdGl8fGmG7M,Acropolis athens,545,La Acrópolis de Atenas,20161211
72kRM86V-dw,Paris banks of the seine,284,"Paris, France 🇫🇷 - by drone [4K]",20201002
ETp-jv20fRQ,Volcanoes of kamchatka,1076,"Kamchatka, Russia 🇷🇺 - by drone [4K]",20210430
rAxdoqUlzNk,Acropolis athens,5355,【4K】Drone RAW Footage | GREECE 2019 ..:: Athens | Capital | Akropolis :: UltraHD Stock Video,20191118
-lzFLM8hte0,Acropolis athens,136,Acropolis by drone / Athens Aerial - ἀκρόπολις,20210622
QQlHhMXy3kk,Acropolis athens,186,Acropolis - Parthenon (Drone view),20200513
CrED1dOsqPU,Acropolis athens,173,Greece By Drone || Acropolis || 4k,20180124
H6ZQkt9oqVE,Acropolis athens,27,Athens Acropolis | Drone By Night | 4k Drone Travel Video,20190905
RiYc1bMILmI,Acropolis athens,59,Athens 4k By Drone - Acropolis,20180417
sr7gTDfKfyA,Acropolis athens,109,Ακρόπολη λήψη με drone - Acropolis video shot with drone,20181023
HjSn2Rb9FI0,Acropolis athens,108,OVER THE ACROPOLIS - ATHENS GREECE (Drone Footage 4K),20190831
X_DbSjNJay4,Aflaj irrigation systems of oman,171,Aflaj Irrigation Systems of Oman (UNESCO/NHK),20131105
_O99VQgQWmM,Aflaj irrigation systems of oman,51,Watch: The Aflaj Irrigation Systems in Oman,20181109
-xHgBcF5BQo,Aflaj irrigation systems of oman,148,Aflaj Irrigation Systems of Oman - UNESCO World Heritage Centre 2006,20180729
ustSntex0WM,Aflaj irrigation systems of oman,59,"Aflaj Irrigation Systems of Oman, Save water, save the future",20201026
Q76F7WtiRN0,Aflaj irrigation systems of oman,575,"Al Aflaj, traditional irrigation network system in the UAE",20201216
ap9t6lZMY2A,Aflaj irrigation systems of oman,70,Traditional Falaj irrigation system in Al Ain,20140108
uGZu6pwGo_s,Aflaj irrigation systems of oman,850,Al Ain Oasis|Largest Oasis In UAE|Falaj Irrigation System |Way of the land Haris Thonikkadavath,20210805
tojKPDgiz4U,Aflaj irrigation systems of oman,156,Aflaj Al Foah,20130731
7pqJ3VyuslI,Aflaj irrigation systems of oman,289,A Trip to Wadi Huwqain ended up to beautiful Falaj,20210801
TpnrpEHY5v4,Aflaj irrigation systems of oman,16,First day opening of KYAN in Aflaj😍(2),20210703
x3NzgIEA1Jc,Aflaj irrigation systems of oman,145,Falaj Hili: Redefining water irrigation systems in the region,20181106
SPhUtpkT0qo,Aflaj irrigation systems of oman,60,The aqueduct falaj at Birkat Al Mouz,20190427
ScDm27FKqYM,Aflaj irrigation systems of oman,211,"Oman's first airport: Bait Al Falaj old runway, 1991 Oman (& Honda Road, Ruwi High St )",20170315
pAUqodcXyWQ,Pont du gard roman aqueduct,93,Roman Water Supply | Strip the City,20130313
5RP2KfewiJA,Aflaj irrigation systems of oman,98,Irrigation in Ancient Mesopotamia,20110519
XM2gZxphYw0,Aflaj irrigation systems of oman,152,Alain Oasis - walkthrough,20170625
A3msJK8yJ4E,Aflaj irrigation systems of oman,330,Traditional Omani Khaleeji Arabic Song- فرقة عمان الحربية بلاد لمجادي,20120630
amrCMakolKA,Aflaj irrigation systems of oman,123,What Is Irrigation?,20130429
CjDe8gYKJn4,Aflaj irrigation systems of oman,66,Mystery Inca Aquaduct,20090503
XmuLoNOgs5g,Aflaj irrigation systems of oman,252,Japan farm aqueduct 日本の農業水路 - Walking in Japan 日本でのウォーキング,20140107
1ZY4nqQx6_M,Aflaj irrigation systems of oman,609,Annaram Barrage - Defying Gravity,20200107
7Z4swLHq35Q,Aflaj irrigation systems of oman,9,Aflaj,20210719
xGdudhiJcvc,Aflaj irrigation systems of oman,66,Aflaj_Irrigation_Systems_of_Oman wiki,20210607
vRWB0EXTMfA,Aflaj irrigation systems of oman,53,Ancient Omani Water System,20170104
bLhBABoP_fY,Aflaj irrigation systems of oman,875,Wasser Perlen Datteln - Das Aflaj-Bewässerungssystem und das Fort von Bahrein 1/2,20110909
23TOu12uLAw,Aflaj irrigation systems of oman,614,4 Best Places to Visit in Salalah-Oman,20211028
UsJohdojORI,Aflaj irrigation systems of oman,77,Traditional Omani Falaj Engineering,20201026
aDTLUUMgHiQ,Aflaj irrigation systems of oman,61,Oman's irrigation system,20200513
FRqj-pyhr_w,Aflaj irrigation systems of oman,180,Oman's Al Falaj System,20200519
-SK9LD75eY8,Agave landscape and ancient industrial facilities of tequila,167,Agave Landscape and Ancient Industrial Facilities of  ... (UNESCO/NHK),20130524
NQ8flO13xc4,Agave landscape and ancient industrial facilities of tequila,84,Agave Landscape and Ancient Industrial Facilities of Tequila | Wikipedia audio article,20190120
2QwqgRwqcj0,Agave landscape and ancient industrial facilities of tequila,485,Campos de Agave - Drone,20200214
IiKOuBVrs8Q,Agave landscape and ancient industrial facilities of tequila,217,Tequila plantations of Agave,20130428
Nu3bv-DZM7w,Agave landscape and ancient industrial facilities of tequila,60,Flying our drone around the Agave fields at Los Altos Tequila,20170615
YCMPz_h4BIE,Agave landscape and ancient industrial facilities of tequila,71,【世界遺産検定対策】リュウゼツランの景観とテキーラ村の古式産業施設群,20210611
wfYfmm1wQ14,Agave landscape and ancient industrial facilities of tequila,28,agave drone,20200826
1Ci9TxMrArY,Agave landscape and ancient industrial facilities of tequila,724,Mezcal Tequila Traditional Processing,20200720
cQfgDx5Z2tE,Agave landscape and ancient industrial facilities of tequila,180,Cinematic Drone / Campos de agave TEQUILA MEXICO / DJI Spark #1,20201016
g9B3Eks8bE8,Agave landscape and ancient industrial facilities of tequila,148,"Agave Azul, Tequila, Jalisco, MX. VINEYARDS AND Drone 4K",20180206
mUvrLxaSolc,Agave landscape and ancient industrial facilities of tequila,600,HOW TEQUILA IS MADE,20190618
M2lkk4ZclAk,Agave landscape and ancient industrial facilities of tequila,13,Ortomosaico con dron   Agave,20200831
ilm3bk5jKJI,Agave landscape and ancient industrial facilities of tequila,627,How Mezcal Is Made | MADE HERE UNCUT | Popular Mechanics,20191001
mVCC0MBT6bE,Agave landscape and ancient industrial facilities of tequila,252,Tequila guy on America’s Got Talent,20190620
AYmux8bRChg,Agave landscape and ancient industrial facilities of tequila,819,Turning Desert Land Into Pasture,20171104
JHc_YeC4MXA,Agave landscape and ancient industrial facilities of tequila,293,How to care for an agave plant and help it grow huge!,20160626
gLrOJgkbZa4,Agave landscape and ancient industrial facilities of tequila,254,Tequila! Karaoke #HelbertGongDel69,20190703
4oDimPYQOdE,Agave landscape and ancient industrial facilities of tequila,430,Agave Harvesting,20100214
Xl2C_f4zW2A,Agave landscape and ancient industrial facilities of tequila,582,How to make rice vodka,20190918
BReofCcAx-Y,Agave landscape and ancient industrial facilities of tequila,462,how a wine barrel is made,20150612
H70PZZnrJmw,Agave landscape and ancient industrial facilities of tequila,309,ASI SE JIMA EL AGAVE EN EL CHANTE JALISCO,20191106
cvHtcYHy4eI,Agave landscape and ancient industrial facilities of tequila,102,Dwayne Johnson sings 'You’re Welcome' while washing hands with daughter,20200403
JUkMJRpoQLg,Agave landscape and ancient industrial facilities of tequila,736,AGAVE: The Cultivation of Tradition,20170803
0adRgVZiLpg,Agave landscape and ancient industrial facilities of tequila,46,How are agave harvested?,20190530
FLMdYgU1pdU,Agave landscape and ancient industrial facilities of tequila,204,Conservation effort ensures the future of agave plant,20190611
YfNxo2vkdUU,Agave landscape and ancient industrial facilities of tequila,110,"Making tequila, harvesting a blue agave plant in Mexico",20090514
wcL4AZ3sEvU,Chongoni rock art area,106,UNESCO declares Jalisco a World Heritage Site,20150721
3ngId1AZ0TI,Agave landscape and ancient industrial facilities of tequila,201,How Patrón Makes Its Tequila,20190714
LArNm4pkLRA,Agave landscape and ancient industrial facilities of tequila,36,increíble Drone! Pasa entre pencas de maguey sin chocar!,20160827
rfCAXvGkxFA,Agave landscape and ancient industrial facilities of tequila,91,Tequila 101: Agave in the Fields - SipTequila,20211006
VVuq6rKkQLw,Agra fort,530,Agra Fort - rare aerial view of landmark Mughal era monument,20180614
N-XNGXXHNIs,Taj mahal,304,"Tour of Taj Mahal, Agra (4K) - Drone and Ground and its Love Story",20180925
KPScCJR_fxQ,Red fort complex,587,New Delhi Red Fort Drone View in 4K | Delhi | BlueMoon Universe |,20201216
TC7V6V3QzHo,Agra fort,160,Agra Fort Tour Cinematic Travel Video | rare aerial view of landmark Mughal era monument,20210411
DMtsWSptQQw,Wooden tserkvas of the carpathian region in poland and ukraine,122,Taj Mahal from drone's eyes in 4k..!,20170423
k_D4z7AzQMs,Red fort complex,97,red fort drone and aerial view | Sightseeing | landscape | Portrait #sohailkhanvideos,20200410
Dn7Q4oIrP3I,Kuk early agricultural site,199,DJI - Agras T16 - Agricultural Spraying Drone,20200113
DBQfmbOX1q8,Agra fort,206,Agra India drone shot's in full-4k,20170818
n_GkpkanNJI,Agra fort,342,Our Greatest Action Drone Shots,20210903
_TFdHgCvfa4,Agra fort,758,"Agra Fort, India Video Guide in 4K",20170222
rk1_T7bWw7U,Agra fort,1513,AGRA FORT History/Information in HINDI(Full Guided Tour) | Agra Heritage Tour | Ep-3 | आगरा का किला,20191224
ncOCk79szBs,Agra fort,391,AGRA FORT: HOME OF THE MUGHAL EMPERORS! (4K),20200126
1CR0QmCaMTs,Agra fort,600,Fabio Wibmer - Fabiolous Escape 2,20180424
19fQAxys9q8,Agra fort,199,Flying A Plane Through Tunnels: World First | 4K HD,20210917
H318p92hfFI,Agra fort,5255,"Innellea live at Jaisalmer fort, in Rajasthan, India for Cercle",20210402
zXaGKaiqgic,Old rauma,631,Drone In Deep Well | भूतिया कुएं में ड्रोन डालने पे दिखा भयानक नजारा | You Won't Believe,20210204
t1iTmARYHZg,Agra fort,217,High Speed Air Racing in Budapest - Red Bull Air Race 2015,20150707
0EP2U-YmgeE,Agra fort,754,Try NOT To Laugh At Soapbox's Funniest Crashes 😂  | Red Bull Soapbox Race,20210217
m05rXxP_10Y,Agra fort,131,LAKSHADWEEP - Paradise in India! Travel Series Trailer | Kritika Goel,20211027
fObqACgLhqM,Agra fort,192,Red Bull Air Race - Best Of | HD,20160305
_hZRG5gytIw,Mosi oa tunya  victoria falls,290,Niagara Falls 8K,20200518
y_wJE7_IVz4,Agra fort,618,Barbie Color Reveal Slumber Party Dolls with Water 50 Toy Surprises!,20210101
NpQgUFbVQA8,Agra fort,334,|| Agra during Lockdown || Drone View of the City of Taj ||,20200516
I8A1jUUZ2xM,Red fort complex,30,"Red fort in Delhi, India, 4k aerial drone footage",20200911
HL-0Nvop5Lo,Red fort complex,140,DILKASH DILLI - Drone Shots During Lockdown,20200531
5j75yCOEb4I,Agra fort,264,1800s & 1900s old Agra city || Old view of Agra city || Welcome India,20200221
m6u-iklwGW0,Fatehpur sikri,606,Fatehpur Sikri : aerial view of famous Mughal township in Uttar Pradesh,20180614
OtoVGzIr_dE,Taj mahal,156,Taj Mahal - Beautiful 4k Drone Footage in INDIA!,20180123
wx2-1HZzn0s,Agra fort,745,"✈FLIGHT REPORT,Taj Mahal Special,View of Beautiful TAJ MAHAL from Flight,Air India A319",20170907
iTR6qcysVnU,Agra fort,52,CHITTORGHAR FORT CINEMATIC DRONE VIDEO,20210801
4ExPMMUCmfw,Agricultural landscape of southern land,254,Agricultural Landscape of Southern Oland - UNESCO World Heritage Site,20180722
R7HlmjCgwEI,Agricultural landscape of southern land,138,World Heritage site The Agricultural Landscape of Southern Öland,20200326
sRPP4Ilpxso,Agricultural landscape of southern land,3189,"Homestead Paradise: got barren land, boosted it at a profit",20210327
-psAtUQY7mE,Kuk early agricultural site,383,Top Uses for Drones on the Farm in 2021,20210119
J170Z-aoT5o,Agricultural landscape of southern land,115,Agricultural Landscapes,20191113
MJVL9HegCr4,Old city of acre,793,Why Bill Gates Is Buying Up U.S. Farmland,20210821
fPKKVQvfvh8,Kuk early agricultural site,331,"How To Save $1,000,000 On Your Farm With Agricultural Spray Drones Part 1",20210308
BsqKTJtK_vw,Ennedi massif natural and cultural landscape,559,Exploring Landforms and Bodies of Water for Kids - FreeSchool,20150712
sPGPydr9mP4,Agricultural landscape of southern land,18,Agricultural Land Drone Footage,20200526
Lp3rACFVv58,Agricultural landscape of southern land,599,"Introduction of Venus-150 22L Agricultural Spraying, Seeding and Fumigation Drone",20210606
CvltXUKMDEQ,Kuk early agricultural site,1618,Drones in Agriculture,20210910
HbIY_GlICOw,Historic centre of puebla,101,Hawaii Cinematic Travel Video | Drone shots | 4K,20211027
ViruWWphfS8,Kuk early agricultural site,760,Top 5 Agricultural Drones that Spread Seeds | Forestation Drones,20201114
iCGXVk-cBVk,Agricultural landscape of southern land,3273,Rundown apartments reborn as food-forest coliving Agritopia,20210926
aE0LYwDnx7M,Kuk early agricultural site,560,Spraying paddy bugs in rice farm using helicoptor.,20150804
KhMnJ-7_JEk,Van nelle factory,606,Top 10 BIGGEST DRONES you can fly,20200125
2b2gJu-g3qE,Venice and its lagoon,3644,Italy 4K - Scenic Relaxation Film With Calming Music,20210213
xFqecEtdGZ0,Agricultural landscape of southern land,429,"Can we create the ""perfect"" farm? - Brent Loken",20201012
rvbuvfTgttk,Kuk early agricultural site,139,agriculture drone,20170505
WCbGwxYiWug,Yinxu,1201,World's first passenger drone Ehang 184 delivers holiday gifts,20171223
xrDwI_Yd7oI,Agricultural landscape of southern land,114,70kg gas powered drone agriculture sprayer crop dusting drone,20170704
24Z9l5yZtkg,Agricultural landscape of southern land,348,NEVER TOO SMALL 50sqm/538sqft Small Apartment Design - Small Grand Apartment,20210512
UbtHIUXQoCM,Agricultural landscape of southern land,306,Why Should You Use a Drone on Your Farm?,20190910
MLN3_M_3w9k,Trinidad and the valley de los ingenios,243,Drone Footage Agriculture Land | Aerial Views Croplands,20210412
S6D1c9aigls,Kuk early agricultural site,1554,Agricultural Mapping with Drones and Satellites,20210326
7QWLgeAKqBM,Agricultural landscape of southern land,234,Drone Uses in Agriculture,20210924
6dSPlxH1dXo,Agricultural landscape of southern land,2409,Agricultural Journey Map for Drone Spraying,20210918
O5E1_AzAz4o,Kuk early agricultural site,238,E-A2021 Autonomous Agricultural Drone,20210304
P2YPG8PO9JU,Tyre,185,DJI MG-1S - Agricultural Wonder Drone,20170320
mr3lRnz_K2g,Agricultural landscape of southern land,215,#Farming #Agricultural #Nature #relax         Agricultural of farming ||Drone veiw of Agri-Lands,20200523
qXT0OHtw_Uk,Air and tnr natural reserves,144,【Drones vision of Winnall Moors Nature Reserve】,20200218
oTrvUf-1wiA,Ashur,100,Avy - Drones for good | Using drones to detect and analyse wildfires in nature reserves,20210324
OU0f-Uv1G6s,Air and tnr natural reserves,144,"Poleg Nature Reserve and beach south of Netanya, Israel by DJI Mavic Air drone 4K",20180513
VnOJMpqEOuw,Air and tnr natural reserves,212,Low hall nature reserve Hindley phantom 3 drone,20191231
91BRYeW3sZg,Air and tnr natural reserves,1632,Drones in Natural Resource Research and Management,20200421
rQ8fw68WwGc,Cape floral region protected areas,3389,Nature-based Climate Solutions Webinar,20211028
2sCax6WSgn4,Air and tnr natural reserves,193,Damboring Nature Reserve,20210824
-bB-LaRGeHg,Air and tnr natural reserves,76,Drone footage of Los Barranquillos Wildlife Refuge - a private nature reserve in central Spain,20200722
VmeliE5nzKI,Air and tnr natural reserves,102,DJI Mavic Mini Drone - Bryn Euryn Country Park (Nature Reserve),20200819
YXy26V6SXR4,Air and tnr natural reserves,322,DJI Mavic Mini | Flying through a Nature Reserve in the Hoeksche Waard,20200403
BZIqxSddHnQ,Air and tnr natural reserves,210,Fernkloof Nature Reserve by drone,20210809
snIvCtOiC2c,Air and tnr natural reserves,105,South Walney Nature Reserve,20190423
mA30W2dHQIo,The wadden sea,4795,FLYING OVER BERMUDA (4K UHD Version!) Ambient Aerial/Drone Film + Music by Nature Relaxation™,20180917
kvTBnS_qwXU,Air and tnr natural reserves,143,Bear & Drone - Raw video footage of a bear encounter,20170829
I5izg2cueP4,Ibiza biodiversity and culture,463,DJI Mavic Pro Record Altitude 2.500m - 8.200ft - How to check wind speed,20171029
fzBVPKU_qX8,Tsodilo,232,Breathtaking Drone Footage Filmed Throughout Africa | Rhino Africa,20161018
b8eHg1YSUKg,Biaowiea forest,324,"Cinewhoop Exploring New Forest, Hampshire - CINEMATIC FPV Drone 4K -  (GoPro Hero 8 Black)",20201130
nsI2eMFEvkc,Matobo hills,251,Epic FPV Drone Flying UK!,20190804
lugard7P0nw,Tsodilo,384,The Beauty of Africa | landscapes and wildlife,20150505
cK2nNsQTClA,Air and tnr natural reserves,117,Carlton Reserve in Sarasota County,20110309
JzXQYBlGaPQ,Air and tnr natural reserves,591,Elephant attacks Passenger Train,20190805
AXt5QqopYSQ,Air and tnr natural reserves,273,"TIGER Vs ELEPHANT RARE sight in Gavi, Kerala",20180325
CS09myA1LWA,Air and tnr natural reserves,749,Exploring The Woods | Flying The Drone,20200603
hE6DNHv5_No,Air and tnr natural reserves,156,Flying Drone in Nature Reserve,20170726
Ipx9u9mFSaA,Air and tnr natural reserves,353,Top 5 Drones Inspired by NATURE!,20170405
1CNwlAp4O9U,Air and tnr natural reserves,34,"Nature Reserve Island, Portishead, UK #portisheaddrone",20210412
jla-qtJIys4,Air and tnr natural reserves,4485,"Drone Ecologies - Day 1, Session 2",20210707
hf-TgnY46ss,Air and tnr natural reserves,79,Amazing Aerial View of Sharon Nature Reserve in Israel  in 4k - Drone Cinematography by Tal Hanoci,20191003
nf2HbAp4yRs,Air and tnr natural reserves,208,FSC NATURE RESERVE DRONE VIDEO 2,20160816
ZtF64HT5BhE,Air and tnr natural reserves,550,drone flying over nature reserve and woodlands,20210410
kgu6vcNLEC0,Yungang grottoes,352,"Ajanta Caves, Maharashtra, India in 4K Ultra HD",20180223
mzrV9EyVbo0,Ellora caves,61,"Ellora Caves Drone View in 4k , Maharashtra, India",20170821
